"","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86"
"ZDHHC21",1,1,1.5,1,1,2.5,1,1.5,1.5,2,1.5,1.5,1,1,1,0.5,0.5,1,3.5,1,1,1,1.5,1,1,1,0.5,0.5,2,3.5,1.5,1.5,1,1.5,0.5,0.5,1,0.5,1,1,1,0.5,3.5
"ZDHHC4",1,2,1.5,2,1,2,2,2,1.5,1,1,2.5,1,1.5,2.5,1,1,2,1,1,1,1,1.5,2.5,1,1.5,0.5,1,2,1,1,3,2,2.5,1,1,1,1.5,2,2,3.5,1.5,1
"ZDHHC5",1,2,2,1.5,1,2,1,2,2,1,1,1.5,1,1,1.5,1,1.5,2,1,1,1,1,2,2,1,1,1,1,1.5,1,1.5,2.5,2,2,1,1,1,1,1,1.5,1.5,1,1
"ZDHHC6",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"ZDHHC7",1.5,1,1,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,3,2,1.5,1,1,1,1,2,2,1.5,2,1
"ZEB1",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1.5,0.5,1,1,1,1,1.5,1,0.5,0.5,1.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1.5,0.5,1,1
"ZEB1-AS1",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1.5,0.5,1,1,1,1,1.5,1,0.5,0.5,1.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1.5,0.5,1,1
"ZEB2",1,1,2,1.5,1,2,1,2,1.5,1.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,2,1.5,1,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1
"ZER1",1,1.5,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,0.5,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ZFAND1",1,2,1.5,2,2,1.5,1.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,2.5,2,1,0.5,1.5,2,1,1,3,2,2.5,2,1,1,1,1.5,1.5,2.5,1,1
"ZFAND2A",1,2,1.5,2,1,2,2,2,1.5,1,1,2.5,1,1.5,2.5,1,1,2,1,1,1,1,1.5,2.5,1,1.5,0.5,1,2,1,1,3,2,2.5,1,1,1,1.5,2,2,3.5,1.5,1
"ZFAND2A-DT",1,2,1.5,2,1,2,2,2,1.5,1,1,2.5,1,1.5,2.5,1,1,2,1,1,1,1,1.5,2.5,1,1.5,0.5,1,2,1,1,3,2,2.5,1,1,1,1.5,2,2,3.5,1.5,1
"ZFAND2B",0.5,1,0.5,1.5,1,2,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1
"ZFAND3",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1.5,1,1
"ZFAND6",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,2,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,1,1,1,3,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,0.5,1
"ZFAS1",1,1.5,1.5,2,1,3,1,2,2,1,1,1.5,1,2,1.5,1,1.5,1,1,1,1,1,2,2.5,1,1,1,1,2,1.5,1,3,3,1.5,1,1,1,1,1.5,2,1.5,1.5,1
"ZFAT",1,2,1.5,2,2,1,3.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,3,2.5,2,1,1,2,1.5,2,2.5,1,1
"ZFC3H1",1,1,1.5,2,1,2,1.5,2,2,1,1,1.5,1,1,2.5,1,0.5,1.5,1,1,1,1,1.5,1.5,0.5,1,1,1,1.5,1,1,2,1.5,2,1,1,1,0.5,1,1.5,1,1,1
"ZFHX2",1,1.5,3.5,2,1.5,2,1.5,1,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,0.5,1.5,2,1,1,1,1.5,3,1,0.5,1.5,1,2,1,1,1,0.5,1.5,1.5,2,0.5,1
"ZFHX3",1.5,1,1,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,3,2,1.5,1,1,1,1,2,2,1.5,2,1
"ZFHX4",1,2,1.5,2,2,1.5,1.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,2.5,2,1,0.5,1.5,2,1,0.5,3,2,2.5,2,1,1,1,1.5,1.5,2.5,1,1
"ZFP1",1.5,1,1,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,3,2,1.5,1,1,1,1,2,2,1.5,2,1
"ZFP14",1.5,1.5,1,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,3,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZFP2",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1.5,1,1.5,0.5,1,1.5,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"ZFP28",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZFP3",0.5,1,1.5,1,1,2,2,2,1.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,1,2,1,0.5,1,1,1,1.5,2,1,1,1
"ZFP30",1.5,1.5,1,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,2,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZFP36",1.5,1.5,1,3,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,2,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZFP36L1",0.5,1.5,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,2,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"ZFP36L2",1,2,2,1.5,1,2,2,1,1.5,1.5,1,2,1,1,1.5,1,1,2,1,1,1,1,1,1.5,1,1,1,1,2,1,1.5,2,2,1.5,1,1,1.5,1,1.5,2.5,1.5,1,1
"ZFP37",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ZFP41",1,2,1.5,2,2,1,1.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,2.5,2.5,2,1,1,2,1.5,2,2.5,1,1
"ZFP57",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
"ZFP62",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1.5,1,1.5,0.5,1,1.5,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"ZFP64",1,1.5,1.5,2,1,3,1,2,2,1,1,1.5,1,2,1.5,1,1.5,1,1,1,1,1,2,2.5,1,1,1,1,2,1.5,1,3,3,1.5,1,1,1,1,1.5,2,1.5,1.5,1
"ZFP69",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZFP69B",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZFP82",1.5,1.5,1,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,3,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZFP90",1.5,1,1,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1,1,2,2,1.5,2,1
"ZFP91",1,2,2,1.5,1,2,1,2,2,1,1,1.5,1,1,1.5,1,1.5,2,1,1,1,1,2,2,1,1,1,1,1.5,1,1.5,2.5,2,2,1,1,1,1,1,1.5,1.5,1,1
"ZFPM1",1,1,1,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,3,2,1.5,1,1,1,1,2,2,1.5,2,1
"ZFPM2",1,2,1.5,2,2,1.5,3,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,2,2.5,2,1,1,1,1.5,1.5,2.5,1,1
"ZFPM2-AS1",1,2,1.5,2,2,1.5,3,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,2,2.5,2,1,1,1,1.5,1.5,2.5,1,1
"ZFR",1,2,1.5,3,1,3.5,1,2,3,1,1,1.5,1,1.5,1.5,1,1,1.5,1,1,1,1,3.5,1.5,1,2,1.5,1,1,1,1,3.5,3,1.5,2,2,1,1,3,2,1.5,1,1
"ZFYVE1",0.5,1,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,2,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"ZFYVE16",1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,1,1,0.5,1,1,0.5,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"ZFYVE19",1,1,1,1.5,1,2,1.5,1,1.5,1.5,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1.5,2,0.5,0.5,0.5,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"ZFYVE26",0.5,1.5,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,2,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"ZFYVE27",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"ZFYVE28",0.5,1,1,1,0.5,1.5,1,1.5,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1.5,3,0.5,0.5,0.5,0.5,1,1,0.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,1
"ZFYVE9",1,1,1,1,1,2,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1
"ZG16B",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,2,1,1,1,1,2,2.5,1.5,1,1
"ZGRF1",1,1,1,2,1,1.5,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,2,1.5,2,1,0.5,1,0.5,1,1.5,1,1,1
"ZHX1",1,2,1.5,2,2,2,3.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,3,2.5,2,1,1,1,1.5,2,2.5,1,1
"ZHX2",1,2,1.5,2,2,2,3.5,2,2,1,1.5,2,1,1.5,1.5,1,1,2,2,1.5,1,1.5,2,3,2,1,1.5,1.5,2,1,1,3,3,2.5,2,1,1,1,1.5,2,2.5,1,1
"ZHX3",1,1.5,1.5,2,1,3,1,2,2,1,1,1.5,1,2,1.5,1,1.5,1,1,1,1,1,2,2.5,1,1,1,1,2,1.5,0.5,3,3,1.5,1,1,1,1,1.5,2,1.5,1.5,1
"ZIC1",2,3.5,3.5,3,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,1,1.5,2,1,1.5,1,1,2.5,1,1.5,3,2,1.5,1,1.5,1.5,1.5,3.5,3.5,1,1.5,1
"ZIC2",0.5,1.5,1,1,1,3,1,2,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,2,1.5,1,1.5,0.5,1,1,1.5,1.5,2.5,2,2,0.5,0.5,1,1,1,2,1.5,0.5,1
"ZIC5",0.5,1.5,1,1,1,3,1,2,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,2,1.5,1,1.5,0.5,1,1,1.5,1.5,2.5,2,2,0.5,0.5,1,1,1,2,1.5,0.5,1
"ZIK1",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZKSCAN1",1,1,2.5,2,1,2,2.5,2,1.5,1,1,2.5,1,1.5,2,1,3.5,2,1,1,1,1,1.5,1.5,1,1,1,1,2.5,1,1,2,2,1.5,1,1,1,1,1,3.5,2,1.5,1
"ZKSCAN2",1,2.5,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,2,1,1,2.5,2,1.5,1,1,1,1,2,2,1,1,1
"ZKSCAN2-DT",1,2.5,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,2,1,1,2.5,2,1.5,1,1,1,1,2,2,1,1,1
"ZKSCAN3",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
"ZKSCAN4",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
"ZKSCAN5",1,1,2.5,2,1,2,2.5,2,1.5,1,1,2.5,1,1.5,2,1,3.5,2,1,1,1,1,1.5,1.5,1,1,1,1,2.5,1,1,2,2,1.5,1,1,1,1,1,3.5,2,1.5,1
"ZKSCAN8",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
"ZMAT2",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1.5,1,1,0.5,1,1,1,1,2,1,1.5,1,0.5,1,1,1,2,1,0.5,1
"ZMAT5",1,1.5,2,2,0.5,2,1.5,1.5,1.5,1,1,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1,1,1,2,1.5,1,1
"ZMIZ1",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1
"ZMIZ1-AS1",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1
"ZMIZ2",1,1.5,1.5,2,1,2,1.5,2,1.5,1,1,2.5,1,1.5,2,1,1,2,1,1,1,1,1.5,2.5,1,1,0.5,1,2,1,1,3,2,2.5,1,1,1,1,2,2,1,1.5,1
"ZMPSTE24",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZMYM1",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZMYM2",0.5,1.5,1.5,1,1,2,1,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1,1,1,0.5,0.5,1,0.5,0.5,2.5,2.5,1.5,0.5,0.5,1,0.5,1,2,1.5,0.5,1
"ZMYM4",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZMYM6",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZMYND10",1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1
"ZMYND12",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"ZMYND15",0.5,1,1.5,1,1,2,2,2,1.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,1,2,1,0.5,1,1,1,1.5,2,1,1,1
"ZMYND19",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,1,0.5,1,2,2,1,1,1,1.5,1,1,1,1,1,2,0.5,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ZMYND8",1,1.5,1.5,2,1,3,1,2,2,1,1,1.5,1,2,1.5,1,1.5,1,1,1,1,1,2,2.5,1,1,1,1,2,1.5,1,3,3,1.5,1,1,1,1,1.5,2,1.5,1.5,1
"ZNF100",1,1,2,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1,1,1,1,1,1.5,2,1,1,1
"ZNF101",1,1,2,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1,1,1,1,1,1.5,2,1,1,1
"ZNF106",1,1,1,1.5,1,2,1.5,1,1.5,1.5,1,1,1,1,2,1,0.5,1,1,1,1,1,1.5,2,0.5,0.5,0.5,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"ZNF107",1,1.5,2.5,2,1,1,1,2,1.5,1,1,2.5,1,1.5,2,1,1,2,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,3,2,2.5,1,1,1,1,2,2,3.5,1.5,1
"ZNF112",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF114",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF117",1,1.5,2.5,2,1,1,1,2,1.5,1,1,2.5,1,1.5,2,1,1,2,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,3,2,2.5,1,1,1,1,3,2,3.5,1.5,1
"ZNF12",1,2,1.5,2,1,2,2,2,1.5,1,1,2.5,1,1.5,2.5,1,1,2,1,1,1,1,1.5,2.5,1,1.5,0.5,1,2,1,1,3,2,2.5,1,1,1,1.5,2,2,3.5,1.5,1
"ZNF124",1,1,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,0.5,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"ZNF133",0.5,1.5,1.5,2,1,3,1.5,2,2.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,2,2.5,1,1,1,1,3,1,1,3,3.5,1.5,1,1,1,1,1,2,1.5,2,1
"ZNF134",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF135",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF136",1,1,2,1.5,0.5,1.5,1,2,1.5,1,1,1.5,1,1,2,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1,1,1,1,1,1.5,3,1,1,1
"ZNF137P",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF138",1,1.5,2.5,2,1,1,1,2,1.5,1,1,2.5,1,1.5,2,1,1,2,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,3,2,2.5,1,1,1,1,2,2,3.5,1.5,1
"ZNF142",0.5,1,0.5,1.5,1,2,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1
"ZNF143",1,1,1,1.5,1,1.5,1,2,2,1,1,1.5,1,1.5,1.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1,1,1,1,1.5,2,1.5,0.5,0.5,1,1,1,1,1,1,1
"ZNF146",1.5,1.5,1,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,3,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF148",2,1,2.5,3,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,0.5,1.5,2,1,1.5,1,1,2,1,1.5,3,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"ZNF154",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF155",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF160",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF165",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
"ZNF169",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,1,1.5,1,1,1,1,1,2,1,1.5,1
"ZNF17",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF174",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,2,1,1,1,1,2,2.5,1.5,1,1
"ZNF175",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF18",0.5,1,1.5,1,1,2,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,1,2,1,0.5,1,1,1,1.5,2,1,1,1
"ZNF180",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF181",1.5,1.5,1,2,0.5,1.5,2,2,1.5,1,1,1.5,1,1,2,1,0.5,3,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ZNF184",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1.5,2,1,1,1
"ZNF189",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ZNF19",1.5,1,1,2,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1,1,2,2,1.5,2,1
"ZNF192P1",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
