"","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90"
"IGF2R",0.5,2,1,1,2,1,1,1.5,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1.5,1.5,2.5,1,2.5,1,1,1,1.5,1,1,1.5,1.5,1,1,1,1
"IGFBP2",1,2,1,1,1.5,1,1,3,1,1.5,1.5,1,1,1,2,1,1.5,2,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"IGFBP3",1,3,2,2,1.5,1,1.5,1.5,1,3.5,3,1,1.5,1,2.5,2,4.5,1.5,1,2.5,1,0.5,1,2.5,2,3.5,2,0.5,1.5,4,2.5,2,1.5,1,1.5,3,3.5,2,1,1.5,3.5,2.5,1,1,2
"IGFBP4",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,2,1,0.5,1,2.5,1.5,1,2.5,1,1,1.5,1,1,2,2,2.5,2,1,2,2,2.5,2,2.5,1,1.5,1.5,2.5,1,0.5,2,2.5,1.5,1,1,1.5
"IGFBP5",1,2,1,1,1.5,1,1,3,1,1.5,1.5,1,1,1,2,1,1.5,2,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"IGFBP6",1,2,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,1,1,1.5,2,1,1.5,1,1,1,1.5,1.5,2,1,1.5,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,1.5,1,2.5,2,1.5,1,1,1
"IGFBP7",1,2,1,0.5,2,1,1,1.5,1.5,1,1,1,1,1,2,1,1.5,2,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,2,1.5,1.5,1,1,1.5,2,1,1,1,2,2,1,1,1
"IGFBPL1",0.5,1,1.5,1,1.5,1,0.5,1.5,1.5,2.5,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,1,2,1,0.5,1.5,2,3.5,1,1.5,1,1.5,1,1.5,1,0.5,1,2,2,1,0.5,1
"IGFLR1",1,2,2,2.5,2,1,2,3,1.5,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,5,2.5,1,0.5,2,2,5,1.5,1,1,1,1.5,4,2,0.5,2,2,2,1,0.5,1
"IGFN1",2,3,2.5,1,3.5,1,2,3.5,2,2,2,1.5,1,1.5,2.5,1,2.5,3,1,1.5,1,1,1.5,2.5,2,2.5,1.5,1,4,2,4,2.5,1.5,1,2,1.5,3,2,1,2.5,2,3,1,2,1
"IGHA1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHA2",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHD",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHE",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHG1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHG2",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHG3",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHG4",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHGP",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHJ3",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHJ6",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHM",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHMBP2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,5.5,1.5,1,1,1,2,1.5,1.5,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,2,2.5,1,1,2,3.5,1.5,1,1,2.5,1.5,1,1,1
"IGHV1-18",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-2",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-24",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-3",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-45",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-46",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-58",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-69",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-69-2",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV1-69D",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV2-26",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV2-5",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV2-70",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV2-70D",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-11",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-13",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-15",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-20",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-21",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-23",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-30",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-33",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-43",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-48",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-49",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-53",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-64",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-64D",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-66",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-69-1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-7",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-72",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-73",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV3-74",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-28",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-31",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-34",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-39",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-4",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-55",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-59",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV4-61",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV5-10-1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV5-51",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV6-1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGHV7-4-1",1,1.5,1.5,1,1,1,1.5,2,1,2,1.5,1,1,0.5,1,0.5,1,2.5,0.5,1,1,1,1,2.5,1,2.5,1,1,1.5,2,1.5,1,2,1,1.5,0.5,1,3,1,0.5,2.5,2,1.5,1,1
"IGIP",1,1.5,1,0.5,2,1,1,1.5,1,2,2,1,0.5,1,1,1,1.5,1,0.5,1,1,0.5,1,2,2,1,1,1,2,2,2.5,2,1.5,1,1,1.5,1.5,1.5,0.5,1,3,3,1,1,1
"IGKC",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKJ1",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-12",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-16",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-17",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-27",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-39",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-5",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-6",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-8",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1-9",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-13",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-16",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-17",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-27",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-33",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-39",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1D-8",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV1OR2-108",1,2,1,1,2,1,1,2.5,1,2,1.5,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,1,1,1.5,2,4,1,2,1,4.5,1,2.5,2,1,1.5,2,1.5,1,1,1
"IGKV2-24",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2-28",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2-29",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2-30",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2D-24",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2D-28",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2D-29",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV2D-40",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3-11",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3-15",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3-20",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3-7",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3D-11",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3D-15",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3D-20",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV3OR2-268",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV4-1",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
"IGKV5-2",1,2,1,1,2,1,1,2.5,1,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,2,1,1.5,2.5,3.5,1.5,2,1,0.5,1,3,2,1,1.5,2,1.5,1,1,1
